Longitude,Latitude,Timestamp,ID
-157.6894,21.2757,2016-06-19 19:03:58,ymwS8Qn59NSb
-80.2524,27.1164,2016-06-26 13:28:06,IkP26O94oBKH
-80.2524,27.1164,2016-06-26 13:28:06,ohUnhehEapFM
-83.9413,35.4503,2016-07-11 00:29:07,VWm4ro9YLqDU
-83.9413,35.4503,2016-07-11 00:29:07,7VHLODfz3izr
-117.2451,32.8399,2016-07-15 18:23:37,43foDQYA6mAs
-71.1977,41.6539,2016-07-28 23:40:41,egYCyBuwe6pq
-82.3344,27.8220,2016-07-30 02:48:31,dVd5mzhrWagJ
-85.7445,38.2631,2016-08-13 00:43:42,mREqbfihi5ce
-71.4038,42.9145,2016-08-13 18:39:55,EYlY6m9R7qpT
-71.4038,42.9145,2016-08-13 18:39:55,yDMidfjNDQ6q
-123.9113,44.7234,2016-08-14 19:18:20,RTFV4x12kjIB
-74.0133,40.7110,2016-08-17 22:34:41,uVHhYKe0Elw4
-117.0454,32.7771,2016-08-21 17:17:21,iA6qVpEJwjB7
-78.3735,33.9633,2016-08-24 12:30:25,fnqa7spAN0pv
-111.8325,36.0391,2016-08-25 02:09:07,6t05b18PUpyY
-111.8325,36.0391,2016-08-25 02:09:07,jBZUcurMNDKA
-79.7398,32.8009,2016-09-04 19:10:16,d1KQFoC1ykJv
-80.4181,27.3317,2016-09-10 18:10:08,XWGsbjZjcmoG
-121.9929,37.1502,2016-09-18 21:49:03,HkVrjygZurHn
-120.0180,46.8937,2016-09-23 02:11:57,Vv74xtI6hok6
-120.0180,46.8937,2016-09-23 02:11:57,wS9EWeaGD1gP
-120.0180,46.8937,2016-09-23 02:11:57,kuC8IgCMEiEK
-77.5810,34.4735,2016-10-01 16:18:23,aLcGAtiaZf7o
-75.7561,41.3337,2016-10-01 20:28:27,TKRU8uD7hYG0
-147.7141,64.8398,2016-10-03 18:45:53,474pJ5EuT5Nv
-147.7143,64.8397,2016-10-03 19:07:40,X2fVJl4EnXV8
-83.0767,40.3143,2016-10-20 16:35:52,GrvrfwJNHQfc
-81.0480,35.2510,2016-10-21 03:27:58,787156vPUbBW
-83.3994,35.5898,2016-10-21 16:41:22,yJPpZpiyuAKI
-83.3994,35.5898,2016-10-21 16:41:22,vnAnAolybHQy
-80.2227,27.1825,2016-11-05 00:44:05,qwyLBHDDSSDI
-83.4544,42.4279,2016-11-07 14:19:56,ievtBmWytXHM
-91.1843,30.4437,2016-11-08 20:18:36,zKjQrCnX75Bl
-91.1843,30.4437,2016-11-08 20:18:36,IILUnaKclI9Y
-94.9244,32.9296,2016-11-11 15:03:05,cdzjdzCQI6bP
-97.6253,30.6495,2016-12-11 03:10:17,7PW199V66gsX
-97.6253,30.6495,2016-12-11 03:10:17,iflhHaHwngwI
-84.7230,33.3649,2016-12-11 23:44:30,MMbHArbDNJOy
-71.4039,42.9145,2016-12-16 17:50:34,M1Pep9lbiDzy
-71.4039,42.9145,2016-12-16 17:50:34,tBZWVoRDiOT0
-94.9658,38.9526,2016-12-24 20:32:44,6d2EHGwWRKhc
-121.5932,39.1379,2016-12-26 22:48:18,VB3LmJhB5UeU
-86.8527,30.3808,2017-01-03 22:56:42,2DjRRPN5R3Nx
-79.4434,37.4889,2017-01-06 16:59:35,0jkCRWSKvuBV
-83.1054,35.5191,2017-01-07 03:20:01,OvPvrdSKsjbd
-81.5141,38.2014,2017-01-13 14:07:30,OxwCHvdMAUas
-78.9086,33.6664,2017-01-13 20:19:50,MEzv3yC4G25V
-121.9118,37.3712,2017-01-17 11:44:52,5MSiI0t1BqLl
-77.0335,38.8974,2017-01-21 21:47:15,PEXepWlSBaCu
-83.5742,35.8290,2017-01-28 14:29:07,SqFuh5MYhd7O
-82.1422,28.2815,2017-01-31 22:04:52,cD71XFDMldC5
-100.6048,46.7062,2017-02-05 03:07:13,OLDz1o3YX1Kc
-43.4160,-20.3628,2017-02-17 14:54:13,siRDqpUsgEPL
-104.6719,40.4030,2017-02-18 06:13:50,EW7PHKaRt5q3
-80.6267,28.0973,2017-02-18 22:48:24,gPKjfMvOZEKL
-80.6271,28.0950,2017-02-18 22:51:35,8a9oH2goOOdd
-81.4544,38.3309,2017-03-05 17:24:44,m90fZ39BkxJi
-79.1619,40.6153,2017-03-08 23:08:14,tPPwBGBHlnkK
-118.3171,34.2365,2017-03-23 21:16:25,mJrbSR717OnI
-118.3174,34.2366,2017-03-23 21:16:53,TV58uHgTr9gd
-118.3174,34.2366,2017-03-23 21:16:53,ry49vmezesiU
-100.6047,46.7062,2017-03-25 02:26:34,cISWVmONxDCW
-81.5562,28.3602,2017-03-27 01:02:18,HQthGWcQyo5m
-122.6761,45.5231,2017-04-03 06:50:53,Zy0LVWiUxWMm
-86.6824,36.0745,2017-04-04 01:52:37,dtu5gZeyjP1N
-79.7859,40.4734,2017-04-07 19:16:06,xp177Y0a3a0e
-122.4121,37.7808,2017-04-08 20:44:17,dPYlKdTzkXKW
-73.7775,40.7410,2017-04-08 22:29:11,aOezG9mwXzk3
8.9707,45.9705,2017-04-09 14:11:23,SPmVIcDMo4t3
-112.2822,33.8022,2017-04-14 01:51:53,VWN600kbBCC1
-80.1636,26.1775,2017-04-17 04:33:55,KAR2WSKZufw7
-80.1359,26.1871,2017-04-18 03:13:11,CzTqVcpXeV5T
-87.6220,41.8931,2017-04-18 21:28:05,eq2EVEMxYkge
-119.6953,36.8209,2017-05-01 04:09:12,pMgx2f1Dn9ui
-82.3481,28.7949,2017-05-06 05:05:56,goMtRsYPIhNU
-117.8003,33.6334,2017-05-07 00:42:39,lgNqDgkkWDYd
-80.5675,25.1040,2017-05-07 20:24:16,MMF9zQjfCpeF
-124.4122,49.3091,2017-05-08 18:50:16,DiXCZVWhuIvj
-122.0185,47.6410,2017-05-14 16:34:44,qQhbNaur7Nrm
-81.2620,28.7854,2017-05-18 20:08:15,peaFbcE4p8ES
-81.2620,28.7854,2017-05-18 20:08:15,oJejemdhORnD
-74.3565,40.8310,2017-05-20 20:03:16,S2Rc7ZA8B6vI
-80.5225,24.9151,2017-05-26 19:41:09,nEKLJFsbXaRt
-80.5225,24.9151,2017-05-26 19:41:09,O8tqosDNbi3t
-86.2305,39.8008,2017-05-28 16:25:37,7qiAUPY1zY0u
-71.2705,42.1939,2017-05-29 17:44:48,rtEb0BirazS6
-71.2705,42.1939,2017-05-29 17:44:48,CPWXHsQC37HJ
-61.8310,17.1733,2017-05-29 22:11:09,ebB1bTvdAm9z
-85.6659,42.8735,2017-06-01 21:35:20,851vpp2cBPVu
-86.9875,30.4047,2017-06-16 16:40:58,Nl3JD6b1JJxv
-122.3674,37.9776,2017-06-23 03:25:35,BuIv3AXYRBh3
-81.7600,38.9484,2017-06-26 02:33:53,cu1X7EEKH2aU
-84.3947,33.7321,2017-07-02 18:34:15,u7khstORB8sl
-63.5161,44.9641,2017-07-03 01:43:37,qOqmNhmcMoXq
-86.9379,34.0295,2017-07-04 15:44:20,QmeyuquCGcab
-81.6579,41.2311,2017-07-05 02:16:48,jxo7AIiOzKtX
-123.8490,49.1740,2017-07-05 18:29:48,twsbdOv3vuLS
-84.5964,42.7435,2017-07-07 11:01:14,RnmFumCdCqeT
-84.5964,42.7435,2017-07-07 11:01:14,9WEyz2gkXLkn
-84.5964,42.7435,2017-07-07 11:01:20,tawOYym7sIER
-115.1663,36.1292,2017-07-08 23:35:50,qGLEinTtflxp
-121.5270,38.6641,2017-07-09 00:33:29,kRMxeNIPtaHF
-80.9962,29.2053,2017-07-12 21:20:39,c6XW52tXBHXO
-80.9962,29.2053,2017-07-12 21:20:39,72GNvn4iSdFf
-80.9962,29.2053,2017-07-12 21:20:39,4YfeW7qBhTFq
-107.8299,37.9446,2017-07-15 14:40:52,10QOQ4CddIil
-86.6244,36.3341,2017-07-15 15:31:06,MyiDY7ZZcO6c
-117.8484,33.6934,2017-07-21 13:30:43,QDe2GBVwTUIH
-97.6462,33.1492,2017-07-21 15:17:54,SC5H41CweJNz
-69.5381,45.5453,2017-07-22 14:38:48,fovikaepf8hE
-111.8841,43.4641,2017-07-22 22:30:51,dcHApjZi0SCo
-73.4061,43.8314,2017-08-05 19:38:54,900uWjiR0pJj
50.6111,26.2158,2017-08-06 15:38:34,Kgl2SQ5aaDEd
-97.1328,32.6343,2017-08-07 06:59:06,TqySQKA2VdYW
-110.4046,44.6103,2017-08-10 20:10:45,AxcxlZIzXXqM
-112.1882,33.6243,2017-08-14 01:56:07,piivIG357Ymi
-113.3814,37.0876,2017-08-16 22:45:56,EeadoUjHvbJN
-113.3815,37.0875,2017-08-16 22:49:43,OLU5tnuE7n9B
-81.8095,35.2624,2017-08-22 20:27:31,dZVVGUWYLl3c
-121.9115,37.3711,2017-08-25 11:12:17,EInc9UeUjuIr
-88.5519,47.1400,2017-08-25 15:35:06,jvBbyAbAEwaE
-122.4184,37.7793,2017-08-27 00:14:08,dSLNPIB1R7m5
-73.1200,44.4978,2017-08-27 00:31:11,tFrNQd2Qzcuy
-97.2660,44.8898,2017-08-29 01:32:47,9m0jjh6W2Wj5
-80.6364,40.3684,2017-09-04 00:54:06,uZXxTLAHCECA
-119.7037,39.1881,2017-09-09 02:52:53,sOb0kKfbAbtT
-147.7142,64.8398,2017-09-17 22:31:13,HRw6AAmAPl24
-147.7142,64.8398,2017-09-17 22:31:13,UEOI7jB4dgk7
-147.7143,64.8397,2017-09-17 22:32:26,DjMd4nalPyC0
-147.7143,64.8397,2017-09-17 22:32:26,WMDZKbmxWkUp
-147.7143,64.8397,2017-09-17 22:32:26,mfI6Ar2813O2
-147.7143,64.8397,2017-09-17 22:32:26,EFKxE34jise3
-147.7141,64.8398,2017-09-17 22:33:14,5do9ztIIR5Al
-147.7142,64.8400,2017-09-17 22:33:27,J2XNrbBWYslC
-147.7141,64.8396,2017-09-17 22:39:16,ZTUN90xcb5k5
-96.1211,35.9586,2017-09-19 18:32:31,XccoAeF2GIid
-96.3542,28.4114,2017-09-22 07:01:50,vct7xqOuAqCu
-97.9201,31.1988,2017-09-23 14:48:18,3AxGvx6jbzq1
-72.6773,41.7688,2017-09-25 00:26:36,PhXSuzgkRXgW
-87.0026,35.6467,2017-09-25 04:19:07,IddGdZZq3kRd
-90.7951,30.5020,2017-09-28 11:55:13,3NpR2PYNKiY6
-90.7949,30.5019,2017-09-29 02:18:20,pqzd34MRTJBh
-111.6111,33.2350,2017-09-29 03:20:34,X424tBnF1joB
-82.7450,38.5060,2017-09-29 23:23:32,EDKNHrCBZ5Zn
-82.7450,38.5060,2017-09-29 23:23:32,VLGpSSfO4bEn
-115.1715,36.0948,2017-10-02 04:54:42,ruvAC11Gq0C4
-82.4459,27.2499,2017-10-03 01:27:23,Sh9N6wO4xCnV
-121.1442,37.7972,2017-10-05 23:44:58,k0oGQBEJPQGL
-1.7146,50.7200,2017-10-06 12:29:28,sOpYzZdOQbjc
-1.6643,50.7116,2017-10-06 13:21:45,EsJNXrepGRIj
-1.6643,50.7116,2017-10-06 13:21:45,vYiKsWLibutC
-1.6643,50.7116,2017-10-06 13:21:45,NAHxWQLlVmgs
-96.7454,33.0464,2017-10-09 16:32:00,Z8t3E7VVJkgw
-96.7454,33.0464,2017-10-09 16:32:00,oXsje4h5JLZ3
-96.7454,33.0464,2017-10-09 16:32:00,jyf66XwUhEIp
-96.7454,33.0464,2017-10-09 16:32:00,cLiAmTLR0l6K
-80.8194,41.2359,2017-10-10 15:18:43,d76UY4hTSM7Y
-96.5539,34.0012,2017-10-12 01:35:56,pS2jFquJk7CD
-93.5470,36.9863,2017-10-15 23:56:26,lFtdSz6ZI3Md
-97.6961,30.3511,2017-10-17 03:46:41,GGyAopZF1Ci0
-123.0807,43.9991,2017-10-25 18:27:21,LFMvsZIEQF2P
-85.7526,38.2543,2017-10-25 21:42:50,C9SeIco42M8k
-106.5186,42.9123,2017-10-26 21:07:58,nIAFJBcG9fDC
-87.4053,39.4479,2017-11-02 23:14:17,H89ZQPBBfhZA
-73.9623,40.1945,2017-11-06 20:48:57,iuG3RNW1G3ky
-147.7142,64.8397,2017-11-09 10:49:14,McMZwEQa3rtK
-147.7139,64.8393,2017-11-09 12:23:10,kz7KmKqqQXRc
-122.2152,37.3680,2017-11-09 13:50:41,M22qfHivvT6m
-74.0131,40.7113,2017-11-09 18:17:41,Tbhk5yNn4U2Z
-73.6618,40.6565,2017-11-10 19:33:38,dEYgYu055i5S
-73.6618,40.6565,2017-11-10 19:33:38,eXgDXHVqddrb
-73.6618,40.6565,2017-11-10 19:33:38,rBEhb4E7my4U
-104.9827,39.5453,2017-11-11 05:07:07,rYBw5KUci01H
-104.9827,39.5453,2017-11-11 05:07:07,fWBV19K55kPu
-85.4898,32.6022,2017-11-11 22:59:56,PJusCaNJvqtp
12.4913,41.8892,2017-11-14 11:02:44,qsiqRePly2fQ
-159.6619,22.0713,2017-11-18 10:32:17,nqhpMJbdcXJB
-122.4051,37.7820,2017-11-18 15:52:03,j0EIPN4kwM5i
-79.9783,41.9465,2017-11-23 15:07:07,o4iBYhr0aOPM
-122.7605,47.2403,2017-11-23 22:27:13,nqe0Wec3hxx1
-122.7605,47.2403,2017-11-23 22:27:13,NZz65DjwN7qd
-122.7605,47.2403,2017-11-23 22:27:13,d98qhPPVAxdQ
-122.7605,47.2403,2017-11-23 22:27:13,yk8zYO0xedtk
-116.9224,32.7884,2017-11-24 00:56:26,1K7Ry8DW2xZO
-73.9848,40.7590,2017-11-24 17:52:00,V740e2yX2VFM
-73.9848,40.7590,2017-11-24 17:52:00,VIondz4wSA9m
-73.9848,40.7590,2017-11-24 17:52:00,VcnlIsSEO9Lu
-73.9848,40.7590,2017-11-24 17:52:00,qtdTYJzoNkAu
28.3718,-25.7852,2017-11-26 14:14:11,ZYNHvPSfJVSY
-80.8217,41.2376,2017-11-27 18:53:06,mqybLQsYSeFV
-122.4580,45.5669,2017-11-28 16:49:07,dwDxRBWSINPv
-117.3024,34.2349,2017-12-01 17:45:07,Gc5HIxiKvn6Y
-117.3114,34.2362,2017-12-01 17:56:35,3mP0j8Ww25AT
-80.3813,24.6195,2017-12-01 22:57:52,odS20120TOXm
-147.7122,64.8402,2017-12-04 02:06:27,Ps1xjBPcUJ4b
-147.7122,64.8402,2017-12-04 02:06:27,i5m9L9UFWKfU
-147.7141,64.8397,2017-12-04 02:06:46,WWWpDLQXWAWf
-83.1751,40.1231,2017-12-04 03:10:46,TPuTtcE2jML5
-122.6561,45.5999,2017-12-05 10:18:11,ZJ1fgwFLJfAf
-95.7170,44.7507,2017-12-07 20:39:25,UPQoidbLwoOS
-73.9797,40.7585,2017-12-08 00:52:27,B7yjJR2BmZkE
-76.8597,38.9608,2017-12-08 11:58:32,K2f2hGoyeP7o
-88.2116,42.1817,2017-12-09 23:28:26,EUKCcwNye7KE
-80.0134,40.4410,2017-12-17 18:28:16,KDenTMtXMTUj
-76.6690,40.2865,2017-12-18 18:01:42,rOciQDg5EkJK
-81.5822,28.4194,2017-12-19 17:27:41,PLktgiPoVhor
-0.1191,51.5039,2017-12-22 12:44:20,F7h5g3dBRbP2
144.6938,-37.5684,2017-12-23 10:19:58,sO7GHBYFPSMv
-90.5091,30.4637,2017-12-24 18:44:25,ja0XwrUIzcfa
-88.9874,30.3980,2017-12-25 03:33:46,723MH1IQmhFy
-71.6422,43.1306,2017-12-25 20:35:29,inPiYNFsINi6
-71.6316,43.1203,2017-12-25 21:19:27,oIsl3ZZ4zg85
-90.7964,14.3330,2017-12-30 15:02:14,LhBPsJLoH7Ox
-73.2145,40.7236,2017-12-31 20:11:48,nhwJQyRiEswW
-85.3806,38.3262,2018-01-03 03:10:48,0nKScH6uQ7CN
136.9084,36.2589,2018-01-03 12:40:00,gFLfY3pEP7Ae
28.3720,-25.7848,2018-01-03 14:25:36,iAxJdKWJIjpN
-75.0669,39.7122,2018-01-15 15:31:13,56vHfJH7L2me
-75.0669,39.7122,2018-01-15 15:31:13,rz4iC41Jal7d
-75.0669,39.7122,2018-01-15 15:31:13,NAvwXl6LCnb3
-88.3432,32.9129,2018-01-17 16:21:55,VkHJefDKx8Zw
-117.1534,32.8214,2018-01-20 03:12:59,9BAtKZwXtjSs
-98.6918,35.5355,2018-01-27 21:19:05,xN0C6vStnobc
-98.6918,35.5355,2018-01-27 21:19:05,hREHHYa9HrPO
-117.3933,34.0852,2018-01-29 13:29:53,GaaT7l3lHRvF
-118.0247,34.0161,2018-01-29 22:15:23,8VIg8PIf4aVy
-111.8509,26.7615,2018-02-04 01:33:56,eHTQu8PTHtap
-111.8509,26.7615,2018-02-04 01:33:56,ciMoWksI28ZQ
-95.2967,32.2794,2018-02-04 04:55:10,2e48PexyJQFC
-80.4475,25.7592,2018-02-04 06:27:07,tCGpRUO9C4fp
-97.8483,29.9656,2018-02-07 22:17:59,HtQykMr9O0Zy
-70.8421,42.0980,2018-02-14 01:04:22,WyRvP2pFMgDw
-113.2867,37.2178,2018-02-21 20:21:20,cN8aUWr8Lidc
-119.7273,36.7017,2018-02-22 09:46:07,QOkZ30eTO9R3
-97.4684,32.6792,2018-03-03 23:04:04,c65Ojxb4BXz3
-107.8678,37.2057,2018-03-09 03:21:51,yDXfzOff3r57
35.2363,31.7814,2018-03-10 09:05:47,QwA9AfG9cN9P
-106.2689,32.8142,2018-03-14 18:30:02,KT8W4XkBMPTG
-76.0235,36.7686,2018-03-16 18:21:44,mvpH1T01qCbu
-79.4029,36.0438,2018-03-17 12:08:31,NxG9FLgOGzg0
-98.6632,36.8011,2018-03-17 15:22:48,cXK56IZMAk6u
-81.4797,27.3588,2018-03-17 23:38:02,Hv6wPa2mc8jv
-81.4498,27.3517,2018-03-17 23:48:33,L6PJ0oS0tWTl
-81.3389,27.4144,2018-03-20 21:46:50,yHdosuu1aZNX
-77.4435,38.7670,2018-03-21 01:42:44,w5qMInag50y3
-66.6241,17.9620,2018-03-22 19:52:55,kWu7z9DddWWv
-83.5122,42.4297,2018-03-28 19:56:38,AhzCbkhLAiOL
-40.2890,-20.2931,2018-03-30 11:22:23,byft18Vxz8il
-122.4079,37.7855,2018-04-01 14:19:48,kABgmgMTt3Hg
-91.7132,30.5161,2018-04-02 02:22:49,rUAJFzLOAHAL
-116.9639,32.8298,2018-04-07 22:29:50,vAUZHMJfxDAH
-74.6605,42.2902,2018-04-08 15:49:14,RABiXeam64X7
98.9778,18.7944,2018-04-09 04:00:23,F54r1wt9fW9f
-81.0992,41.7113,2018-04-13 02:35:14,kD4vgPrtAf41
70.3634,34.5366,2018-04-13 15:21:12,I6fmE4FMPCMm
-93.7708,36.0534,2018-04-14 03:45:26,4QdOli4xsYIk
-97.6166,32.9874,2018-04-17 10:18:22,yflQxH7iPjXC
-73.7774,40.7411,2018-04-19 04:49:12,g0FyIYWpH3fx
-95.6592,29.6439,2018-04-19 07:49:41,6ZWdJhLLaMNG
-80.4475,25.7592,2018-04-19 17:08:31,eoAAlXO1RmwH
-80.4475,25.7592,2018-04-19 17:08:31,B0oSAVGcOpow
-90.4112,42.2059,2018-04-20 12:07:06,dPpiuow5OKF8
-80.2115,27.2877,2018-04-21 22:01:11,yPozaWz9Gj5d
-120.6070,46.5592,2018-04-23 01:19:44,SiOGxruxvv26
-4.1144,50.3954,2018-04-24 16:39:08,z4v3pTlh0EmJ
-77.9705,37.0376,2018-04-25 13:23:25,ibK7P81o0uYy
-80.1309,25.7797,2018-04-27 04:53:39,EycckPFuyW95
0.0000,0.0000,2018-04-28 21:49:03,hfrqunHouWia
-112.7146,36.2698,2018-05-01 16:37:54,5SVdb021tWn7
-97.4001,32.7780,2018-05-02 01:24:17,7e1ziq6XAB62
-82.2932,27.8565,2018-05-02 19:52:31,nZQk99GAaGyy
-95.9413,36.0836,2018-05-03 11:21:56,GiwW9e2oYrKO
-105.2096,39.7510,2018-05-03 18:21:37,lrplBGxAljdw
-111.9013,40.7257,2018-05-04 17:28:14,NTrYS7BqckFR
-90.8572,30.3037,2018-05-06 17:43:16,Okrb2QQXjCkO
0.0000,0.0000,2018-05-07 14:06:18,v4nRDzcR6AZb
-80.1564,30.3633,2018-05-07 15:48:39,JrWcajw8VekC
-88.4614,30.5118,2018-05-07 18:01:03,lv1WR8nPifuq
-88.4614,30.5118,2018-05-07 18:01:03,kpgOMSbCscdi
0.0000,0.0000,2018-05-09 22:17:55,KKkL5owHaYbf
-80.4566,25.7094,2018-05-11 00:28:18,iZcY2aP3zOIF
